"Weight set: ","[0.8677033734624879, 0.4130305461314676, 0.8667630569664856, 0.7072453169057696]"
"intpathway","wikipathways","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"limonene_and_pinene_degradation","sc_glutamate_degradation_vii_wp559_70041","16","0.292","0.024","0.000","1.084"
"limonene_and_pinene_degradation","sc_galactose_metabolism_wp549_69945","8","0.125","0.016","0.000","0.963"
"limonene_and_pinene_degradation","sc_aerobic_glycerol_catabolism_wp224_71353","9","0.146","0.045","0.000","0.990"
"limonene_and_pinene_degradation","sc_deoxyribose_phosphate_metabolism_wp228_69829","10","0.167","0.011","0.000","0.990"
"limonene_and_pinene_degradation","sc_gluconeogenesis_wp156_69762","9","0.146","0.019","0.000","0.979"
"limonene_and_pinene_degradation","sc_nad_biosynthesis_wp84_71345","8","0.125","0.008","0.000","0.959"
"limonene_and_pinene_degradation","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","14","0.250","0.022","0.000","1.053"
"limonene_and_pinene_degradation","sc_cell_cycle_and_cell_division_wp414_78393","13","0.229","0.288","0.000","1.149"
"limonene_and_pinene_degradation","sc_udp-glucose_conversion_wp109_69750","10","0.167","0.014","0.000","0.991"
"limonene_and_pinene_degradation","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","15","0.271","0.030","0.000","1.071"
"limonene_and_pinene_degradation","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","18","0.333","0.051","0.000","1.124"
"limonene_and_pinene_degradation","sc_trehalose_degradation,_low_osmolarity_wp70_70048","15","0.271","0.014","0.000","1.065"
"limonene_and_pinene_degradation","sc_leucine_biosynthesis_wp180_69807","9","0.146","0.016","0.000","0.978"
"limonene_and_pinene_degradation","sc_toluene_degradation_wp60_78389","16","0.292","0.016","0.000","1.081"
"limonene_and_pinene_degradation","sc_triglyceride_biosynthesis_wp266_69843","8","0.125","0.011","0.000","0.961"
"limonene_and_pinene_degradation","sc_glycolysis_wp253_69832","5","0.063","0.048","0.000","0.932"
"limonene_and_pinene_degradation","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","16","0.292","0.011","0.000","1.078"
"limonene_and_pinene_degradation","sc_proteasome_degradation_wp158_77442","16","0.292","0.097","0.000","1.114"
"limonene_and_pinene_degradation","sc_tryptophan_degradation_wp301_67723","15","0.271","0.032","0.000","1.073"
"limonene_and_pinene_degradation","sc_glucose-1-phosphate_metabolism_wp260_69835","9","0.146","0.011","0.000","0.975"
"limonene_and_pinene_degradation","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","17","0.313","0.032","0.000","1.102"
"limonene_and_pinene_degradation","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","15","0.271","0.056","0.000","1.082"
"limonene_and_pinene_degradation","sc_glutamate_biosynthesis_wp77_71350","8","0.125","0.019","0.000","0.964"
"limonene_and_pinene_degradation","sc_lactose_degradation_wp546_69943","15","0.271","0.019","0.000","1.067"
"limonene_and_pinene_degradation","sc_isoleucine_biosynthesis_wp250_69831","10","0.167","0.019","0.000","0.993"
"limonene_and_pinene_degradation","sc_glycolysis_and_gluconeogenesis_wp515_78397","12","0.208","0.000","0.000","1.015"
"limonene_and_pinene_degradation","sc_asparagine_degradation_wp432_71892","18","0.333","0.019","0.000","1.111"
"limonene_and_pinene_degradation","sc_tca_cycle_-_detailed_wp296_76239","9","0.146","0.058","0.000","0.995"
"limonene_and_pinene_degradation","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","12","0.208","0.011","0.000","1.020"
"limonene_and_pinene_degradation","sc_phenylalanine_degradation_wp573_74213","19","0.354","0.030","0.000","1.130"
"limonene_and_pinene_degradation","sc_purine_fermentation_wp463_73550","13","0.229","0.016","0.000","1.036"
"limonene_and_pinene_degradation","sc_serine_and_glycine_biosynthesis_wp218_69824","15","0.271","0.016","0.000","1.066"
"limonene_and_pinene_degradation","sc_histidine_biosynthesis_wp514_71894","9","0.146","0.027","0.000","0.982"
"limonene_and_pinene_degradation","sc_serine_biosynthesis_wp459_69877","8","0.125","0.011","0.000","0.961"
"limonene_and_pinene_degradation","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","14","0.250","0.027","0.000","1.056"
"limonene_and_pinene_degradation","sc_ubiquinone_biosynthesis_wp308_69850","9","0.146","0.027","0.000","0.982"
"limonene_and_pinene_degradation","sc_translation_factors_wp32_71347","9","0.146","0.094","0.000","1.010"
"limonene_and_pinene_degradation","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","14","0.250","0.016","0.000","1.051"
"limonene_and_pinene_degradation","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","12","0.208","0.019","0.000","1.023"
"limonene_and_pinene_degradation","sc_phospholipid_biosynthesis_wp9_69581","8","0.125","0.024","0.000","0.966"
"limonene_and_pinene_degradation","sc_sphingolipid_metabolism_wp370_76472","8","0.125","0.053","0.000","0.978"
"limonene_and_pinene_degradation","sc_xylulose-monophosphate_cycle_wp361_69862","9","0.146","0.014","0.000","0.976"
"limonene_and_pinene_degradation","sc_principle_pathways_of_carbon_metabolism_wp112_78138","11","0.188","0.001","0.000","1.001"
"limonene_and_pinene_degradation","sc_glutamate_degradation_iii_wp503_69932","16","0.292","0.014","0.000","1.080"
"limonene_and_pinene_degradation","sc_chorismate_biosynthesis_wp479_73732","8","0.125","0.022","0.000","0.965"
"limonene_and_pinene_degradation","sc_glutamate_degradation_i_wp556_69958","16","0.292","0.008","0.000","1.077"
"limonene_and_pinene_degradation","sc_leucine_degradation_wp354_70265","17","0.313","0.011","0.000","1.093"
"limonene_and_pinene_degradation","sc_dna_replication_wp13_78398","10","0.167","0.188","0.000","1.063"
"limonene_and_pinene_degradation","sc_genes_of_meiotic_recombination_wp377_69605","13","0.229","0.051","0.000","1.051"
"limonene_and_pinene_degradation","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","13","0.229","0.016","0.000","1.036"
"limonene_and_pinene_degradation","sc_nad_salvage_pathway_wp171_73683","8","0.125","0.016","0.000","0.963"
"limonene_and_pinene_degradation","sc_aspartate_biosynthesis_wp1518_76276","9","0.146","0.011","0.000","0.975"
"limonene_and_pinene_degradation","sc_glycine_degradation_wp345_71005","16","0.292","0.024","0.000","1.084"
"limonene_and_pinene_degradation","sc_pyruvate_dehydrogenase_pathway_wp214_69823","10","0.167","0.011","0.000","0.990"
"limonene_and_pinene_degradation","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","14","0.250","0.008","0.000","1.048"
"limonene_and_pinene_degradation","sc_cholesterol_biosynthesis_wp132_77403","8","0.125","0.037","0.000","0.972"
"limonene_and_pinene_degradation","sc_lysine_biosynthesis_wp533_69940","9","0.146","0.022","0.000","0.980"
"limonene_and_pinene_degradation","sc_glycine_biosynthesis_wp261_77412","9","0.146","0.011","0.000","0.975"
"limonene_and_pinene_degradation","sc_octane_oxidation_wp552_69954","11","0.188","0.014","0.000","1.006"
"limonene_and_pinene_degradation","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","15","0.271","0.016","0.000","1.066"
"limonene_and_pinene_degradation","sc_folic_acid_biosynthesis_wp555_69957","10","0.167","0.040","0.000","1.002"
"limonene_and_pinene_degradation","sc_sulfur_amino_acid_biosynthesis_wp7_70252","11","0.188","0.037","0.000","1.016"
"limonene_and_pinene_degradation","sc_isoleucine_degradation_wp178_69780","18","0.333","0.019","0.000","1.111"
"limonene_and_pinene_degradation","sc_tryptophan_degradation_via_kynurenine_wp452_70274","15","0.271","0.016","0.000","1.066"
"limonene_and_pinene_degradation","sc_m-cresol_degradation_wp172_69778","14","0.250","0.016","0.000","1.051"
"limonene_and_pinene_degradation","sc_cytoplasmic_ribosomal_proteins_wp210_70142","10","0.167","0.259","0.000","1.092"
"limonene_and_pinene_degradation","sc_mapk_signaling_pathway_wp510_78392","9","0.146","0.150","0.000","1.033"
"limonene_and_pinene_degradation","sc_mitochondrial_trna_synthetases_wp62_76238","10","0.167","0.037","0.000","1.001"
"limonene_and_pinene_degradation","sc_starch_and_cellulose_biosynthesis_wp257_69834","11","0.188","0.014","0.000","1.006"
"limonene_and_pinene_degradation","sc_homocysteine_and_cysteine_interconversion_wp128_69755","20","0.375","0.011","0.000","1.137"
"sulfate_assimilation_pathway","sc_cytoplasmic_trna_synthetases_wp219_76236","12","0.208","0.089","0.000","1.052"
"sulfate_assimilation_pathway","sc_trehalose_biosynthesis_wp239_70272","11","0.188","0.019","0.000","1.008"
"sulfate_assimilation_pathway","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","14","0.250","0.076","0.000","1.076"
"sulfate_assimilation_pathway","sc_fatty_acid_elongation,_unsaturated_wp16_71346","17","0.313","0.029","0.000","1.101"
"sulfate_assimilation_pathway","sc_upiquinone_q_prenylation_wp287_69848","12","0.208","0.029","0.000","1.027"
"sulfate_assimilation_pathway","sc_anaerobic_respiration_wp575_73676","13","0.229","0.010","0.000","1.034"
"sulfate_assimilation_pathway","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","15","0.271","0.053","0.000","1.081"
"sulfate_assimilation_pathway","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","14","0.250","0.034","0.000","1.058"
"sulfate_assimilation_pathway","sc_allantoin_degradation_wp328_71348","13","0.229","0.024","0.000","1.040"
"sulfate_assimilation_pathway","sc_sulfur_degradation_wp440_69875","13","0.229","0.000","0.000","1.030"
"sulfate_assimilation_pathway","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","15","0.271","0.034","0.000","1.073"
"sulfate_assimilation_pathway","sc_pentose_phosphate_pathway_wp369_69863","15","0.271","0.057","0.000","1.083"
"sulfate_assimilation_pathway","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","14","0.250","0.029","0.000","1.057"
"sulfate_assimilation_pathway","sc_eukaryotic_transcription_initiation_wp425_77440","16","0.292","0.142","0.001","1.134"
"sulfate_assimilation_pathway","sc_sulfate_assimilation_pathway_ii_wp579_70251","28","0.542","0.000","0.000","1.251"
"sulfate_assimilation_pathway","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","14","0.250","0.019","0.000","1.053"
"sulfate_assimilation_pathway","sc_methionine_degradation_wp46_69881","12","0.208","0.019","0.000","1.023"
"sulfate_assimilation_pathway","sc_threonine_and_methionine_biosynthesis_wp423_69874","14","0.250","0.001","0.000","1.045"
"sulfate_assimilation_pathway","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","12","0.208","0.120","0.001","1.065"
"sulfate_assimilation_pathway","sc_pentose_phosphate_pathway_2_wp670_73392","15","0.271","0.066","0.000","1.087"
"sulfate_assimilation_pathway","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","11","0.188","0.000","0.000","1.000"
"sulfate_assimilation_pathway","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","14","0.250","0.200","0.002","1.129"
"sulfate_assimilation_pathway","sc_asparagine_biosynthesis_wp67_71349","11","0.188","0.019","0.000","1.008"
"sulfate_assimilation_pathway","sc_phenylalanine_biosynthesis_wp194_69817","11","0.188","0.019","0.000","1.008"
"sulfate_assimilation_pathway","sc_tryptophan_biosynthesis_wp165_71899","9","0.146","0.029","0.000","0.983"
"sulfate_assimilation_pathway","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","13","0.229","0.019","0.000","1.038"
"sulfate_assimilation_pathway","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","13","0.229","0.010","0.000","1.034"
"sulfate_assimilation_pathway","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","12","0.208","0.057","0.000","1.039"
"sulfate_assimilation_pathway","sc_pathways_of_chorismate_wp213_71175","11","0.188","0.171","0.002","1.072"
"sulfate_assimilation_pathway","sc_tca_cycle_wp490_78394","6","0.083","0.150","0.001","0.990"
"sulfate_assimilation_pathway","sc_glucose_repression_wp2836_78395","11","0.188","0.098","0.000","1.041"
"sulfate_assimilation_pathway","sc_nucleotide_metabolism_wp321_71895","11","0.188","0.043","0.000","1.018"
"sulfate_assimilation_pathway","sc_arginine_degradation_wp54_70247","12","0.208","0.019","0.000","1.023"
"sulfate_assimilation_pathway","sc_isoleucine_and_valine_biosynthesis_wp359_69861","12","0.208","0.089","0.000","1.052"
"sulfate_assimilation_pathway","sc_fatty_acid_oxidation_wp91_71343","15","0.271","0.053","0.000","1.081"
"sulfate_assimilation_pathway","sc_p-cymene_degradation_wp181_69808","11","0.188","0.029","0.000","1.012"
"sulfate_assimilation_pathway","sc_tyrosine_biosynthesis_wp538_69941","10","0.167","0.019","0.000","0.994"
"sulfate_assimilation_pathway","sc_lipases_biosynthesis_wp71_70049","11","0.188","0.015","0.000","1.006"
"sulfate_assimilation_pathway","sc_glutamate_degradation_viii_wp99_70055","14","0.250","0.024","0.000","1.055"
"sulfate_assimilation_pathway","sc_threonine_biosynthesis_wp331_70271","10","0.167","0.024","0.000","0.996"
"sulfate_assimilation_pathway","sc_fatty_acid_elongation,_saturated_wp380_69867","17","0.313","0.029","0.000","1.101"
"sulfate_assimilation_pathway","sc_de_novo_nad_biosynthesis_wp541_69942","10","0.167","0.043","0.000","1.003"
"sulfate_assimilation_pathway","sc_protein_modifications_wp346_69859","13","0.229","0.057","0.000","1.054"
"sulfate_assimilation_pathway","sc_polyamine_biosynthesis_wp290_69849","11","0.188","0.019","0.000","1.008"
"sulfate_assimilation_pathway","sc_arginine_biosynthesis_wp275_69844","11","0.188","0.038","0.000","1.016"
"sulfate_assimilation_pathway","sc_valine_biosynthesis_wp2_78390","10","0.167","0.024","0.000","0.996"
"sulfate_assimilation_pathway","sc_sucrose_biosynthesis_wp14_69669","10","0.167","0.005","0.000","0.988"
"sulfate_assimilation_pathway","sc_serine-isocitrate_lyase_pathway_wp390_69869","15","0.271","0.080","0.000","1.093"
"sulfate_assimilation_pathway","sc_glutathione_biosynthesis_wp196_76277","12","0.208","0.010","0.000","1.019"
"sulfate_assimilation_pathway","sc_glycogen_catabolism_wp478_70263","9","0.146","0.019","0.000","0.979"
"sulfate_assimilation_pathway","sc_glutamate_degradation_vii_wp559_70041","14","0.250","0.043","0.000","1.062"
"sulfate_assimilation_pathway","sc_galactose_metabolism_wp549_69945","11","0.188","0.029","0.000","1.012"
"sulfate_assimilation_pathway","sc_aerobic_glycerol_catabolism_wp224_71353","10","0.167","0.080","0.000","1.019"
"sulfate_assimilation_pathway","sc_deoxyribose_phosphate_metabolism_wp228_69829","10","0.167","0.019","0.000","0.994"
"sulfate_assimilation_pathway","sc_gluconeogenesis_wp156_69762","7","0.104","0.034","0.000","0.955"
"sulfate_assimilation_pathway","sc_nad_biosynthesis_wp84_71345","9","0.146","0.015","0.000","0.977"
"sulfate_assimilation_pathway","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","12","0.208","0.038","0.000","1.031"
"sulfate_assimilation_pathway","sc_cell_cycle_and_cell_division_wp414_78393","12","0.208","0.458","0.017","1.219"
"sulfate_assimilation_pathway","sc_udp-glucose_conversion_wp109_69750","11","0.188","0.024","0.000","1.010"
"sulfate_assimilation_pathway","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","13","0.229","0.053","0.000","1.052"
"sulfate_assimilation_pathway","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","13","0.229","0.089","0.000","1.067"
"sulfate_assimilation_pathway","sc_trehalose_degradation,_low_osmolarity_wp70_70048","14","0.250","0.024","0.000","1.055"
"sulfate_assimilation_pathway","sc_leucine_biosynthesis_wp180_69807","10","0.167","0.029","0.000","0.998"
"sulfate_assimilation_pathway","sc_toluene_degradation_wp60_78389","12","0.208","0.029","0.000","1.027"
"sulfate_assimilation_pathway","sc_triglyceride_biosynthesis_wp266_69843","10","0.167","0.019","0.000","0.994"
"sulfate_assimilation_pathway","sc_glycolysis_wp253_69832","6","0.083","0.085","0.000","0.962"
"sulfate_assimilation_pathway","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","21","0.396","0.019","0.000","1.156"
"sulfate_assimilation_pathway","sc_proteasome_degradation_wp158_77442","13","0.229","0.167","0.002","1.100"
"sulfate_assimilation_pathway","sc_tryptophan_degradation_wp301_67723","11","0.188","0.057","0.000","1.024"
"sulfate_assimilation_pathway","sc_glucose-1-phosphate_metabolism_wp260_69835","11","0.188","0.019","0.000","1.008"
"sulfate_assimilation_pathway","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","14","0.250","0.057","0.000","1.068"
"sulfate_assimilation_pathway","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","14","0.250","0.098","0.000","1.085"
"sulfate_assimilation_pathway","sc_glutamate_biosynthesis_wp77_71350","13","0.229","0.034","0.000","1.044"
"sulfate_assimilation_pathway","sc_lactose_degradation_wp546_69943","14","0.250","0.034","0.000","1.058"
"sulfate_assimilation_pathway","sc_isoleucine_biosynthesis_wp250_69831","10","0.167","0.034","0.000","1.000"
"sulfate_assimilation_pathway","sc_glycolysis_and_gluconeogenesis_wp515_78397","9","0.146","0.184","0.002","1.048"
"sulfate_assimilation_pathway","sc_asparagine_degradation_wp432_71892","12","0.208","0.034","0.000","1.029"
"sulfate_assimilation_pathway","sc_tca_cycle_-_detailed_wp296_76239","9","0.146","0.103","0.001","1.014"
"sulfate_assimilation_pathway","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","12","0.208","0.000","0.000","1.015"
"sulfate_assimilation_pathway","sc_phenylalanine_degradation_wp573_74213","13","0.229","0.053","0.000","1.052"
"sulfate_assimilation_pathway","sc_purine_fermentation_wp463_73550","12","0.208","0.029","0.000","1.027"
"sulfate_assimilation_pathway","sc_serine_and_glycine_biosynthesis_wp218_69824","11","0.188","0.029","0.000","1.012"
"sulfate_assimilation_pathway","sc_histidine_biosynthesis_wp514_71894","11","0.188","0.048","0.000","1.020"
"sulfate_assimilation_pathway","sc_serine_biosynthesis_wp459_69877","10","0.167","0.019","0.000","0.994"
"sulfate_assimilation_pathway","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","16","0.292","0.048","0.000","1.094"
"sulfate_assimilation_pathway","sc_ubiquinone_biosynthesis_wp308_69850","10","0.167","0.048","0.000","1.005"
"sulfate_assimilation_pathway","sc_translation_factors_wp32_71347","14","0.250","0.163","0.001","1.113"
"sulfate_assimilation_pathway","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","15","0.271","0.029","0.000","1.071"
"sulfate_assimilation_pathway","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","14","0.250","0.034","0.000","1.058"
"sulfate_assimilation_pathway","sc_phospholipid_biosynthesis_wp9_69581","11","0.188","0.043","0.000","1.018"
"sulfate_assimilation_pathway","sc_sphingolipid_metabolism_wp370_76472","9","0.146","0.094","0.000","1.010"
"sulfate_assimilation_pathway","sc_xylulose-monophosphate_cycle_wp361_69862","11","0.188","0.024","0.000","1.010"
"sulfate_assimilation_pathway","sc_principle_pathways_of_carbon_metabolism_wp112_78138","13","0.229","0.337","0.008","1.176"
"sulfate_assimilation_pathway","sc_glutamate_degradation_iii_wp503_69932","14","0.250","0.024","0.000","1.055"
"sulfate_assimilation_pathway","sc_chorismate_biosynthesis_wp479_73732","12","0.208","0.038","0.000","1.031"
"sulfate_assimilation_pathway","sc_glutamate_degradation_i_wp556_69958","14","0.250","0.015","0.000","1.051"
"sulfate_assimilation_pathway","sc_leucine_degradation_wp354_70265","12","0.208","0.019","0.000","1.023"
"sulfate_assimilation_pathway","sc_dna_replication_wp13_78398","11","0.188","0.313","0.006","1.135"
"sulfate_assimilation_pathway","sc_genes_of_meiotic_recombination_wp377_69605","13","0.229","0.089","0.000","1.067"
"sulfate_assimilation_pathway","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","15","0.271","0.029","0.000","1.071"
"sulfate_assimilation_pathway","sc_nad_salvage_pathway_wp171_73683","14","0.250","0.029","0.000","1.057"
"sulfate_assimilation_pathway","sc_aspartate_biosynthesis_wp1518_76276","12","0.208","0.019","0.000","1.023"
"sulfate_assimilation_pathway","sc_glycine_degradation_wp345_71005","12","0.208","0.043","0.000","1.033"
"sulfate_assimilation_pathway","sc_pyruvate_dehydrogenase_pathway_wp214_69823","16","0.292","0.019","0.000","1.082"
"sulfate_assimilation_pathway","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","18","0.333","0.015","0.000","1.109"
"sulfate_assimilation_pathway","sc_cholesterol_biosynthesis_wp132_77403","11","0.188","0.066","0.000","1.028"
"sulfate_assimilation_pathway","sc_lysine_biosynthesis_wp533_69940","10","0.167","0.038","0.000","1.002"
"sulfate_assimilation_pathway","sc_glycine_biosynthesis_wp261_77412","10","0.167","0.019","0.000","0.994"
"sulfate_assimilation_pathway","sc_octane_oxidation_wp552_69954","12","0.208","0.024","0.000","1.025"
"sulfate_assimilation_pathway","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","11","0.188","0.029","0.000","1.012"
"sulfate_assimilation_pathway","sc_folic_acid_biosynthesis_wp555_69957","11","0.188","0.071","0.000","1.030"
"sulfate_assimilation_pathway","sc_sulfur_amino_acid_biosynthesis_wp7_70252","15","0.271","0.000","0.000","1.059"
"sulfate_assimilation_pathway","sc_isoleucine_degradation_wp178_69780","12","0.208","0.034","0.000","1.029"
"sulfate_assimilation_pathway","sc_tryptophan_degradation_via_kynurenine_wp452_70274","12","0.208","0.029","0.000","1.027"
"sulfate_assimilation_pathway","sc_m-cresol_degradation_wp172_69778","11","0.188","0.029","0.000","1.012"
"sulfate_assimilation_pathway","sc_cytoplasmic_ribosomal_proteins_wp210_70142","12","0.208","0.417","0.013","1.199"
"sulfate_assimilation_pathway","sc_mapk_signaling_pathway_wp510_78392","16","0.292","0.254","0.004","1.182"
"sulfate_assimilation_pathway","sc_mitochondrial_trna_synthetases_wp62_76238","12","0.208","0.066","0.000","1.043"
"sulfate_assimilation_pathway","sc_starch_and_cellulose_biosynthesis_wp257_69834","11","0.188","0.024","0.000","1.010"
"sulfate_assimilation_pathway","sc_homocysteine_and_cysteine_interconversion_wp128_69755","14","0.250","0.019","0.000","1.053"
"abc_transporters","sc_cytoplasmic_trna_synthetases_wp219_76236","10","0.167","0.031","0.000","0.998"
"abc_transporters","sc_trehalose_biosynthesis_wp239_70272","10","0.167","0.007","0.000","0.988"
"abc_transporters","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","11","0.188","0.026","0.000","1.011"
"abc_transporters","sc_fatty_acid_elongation,_unsaturated_wp16_71346","9","0.146","0.010","0.000","0.975"
"abc_transporters","sc_upiquinone_q_prenylation_wp287_69848","6","0.083","0.010","0.000","0.931"
"abc_transporters","sc_anaerobic_respiration_wp575_73676","9","0.146","0.003","0.000","0.972"
"abc_transporters","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","9","0.146","0.018","0.000","0.978"
"abc_transporters","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","9","0.146","0.011","0.000","0.976"
"abc_transporters","sc_allantoin_degradation_wp328_71348","7","0.104","0.008","0.000","0.945"
"abc_transporters","sc_sulfur_degradation_wp440_69875","6","0.083","0.007","0.000","0.929"
"abc_transporters","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","8","0.125","0.011","0.000","0.961"
"abc_transporters","sc_pentose_phosphate_pathway_wp369_69863","8","0.125","0.019","0.000","0.964"
"abc_transporters","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","9","0.146","0.010","0.000","0.975"
"abc_transporters","sc_eukaryotic_transcription_initiation_wp425_77440","11","0.188","0.050","0.000","1.021"
"abc_transporters","sc_sulfate_assimilation_pathway_ii_wp579_70251","7","0.104","0.010","0.000","0.945"
"abc_transporters","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","9","0.146","0.007","0.000","0.974"
"abc_transporters","sc_methionine_degradation_wp46_69881","7","0.104","0.007","0.000","0.944"
"abc_transporters","sc_threonine_and_methionine_biosynthesis_wp423_69874","10","0.167","0.013","0.000","0.991"
"abc_transporters","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","9","0.146","0.042","0.000","0.988"
"abc_transporters","sc_pentose_phosphate_pathway_2_wp670_73392","8","0.125","0.023","0.000","0.965"
"abc_transporters","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","8","0.125","0.000","0.000","0.956"
"abc_transporters","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","9","0.146","0.072","0.000","1.000"
"abc_transporters","sc_asparagine_biosynthesis_wp67_71349","9","0.146","0.007","0.000","0.974"
"abc_transporters","sc_phenylalanine_biosynthesis_wp194_69817","8","0.125","0.007","0.000","0.959"
"abc_transporters","sc_tryptophan_biosynthesis_wp165_71899","10","0.167","0.010","0.000","0.990"
"abc_transporters","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","8","0.125","0.007","0.000","0.959"
"abc_transporters","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","9","0.146","0.003","0.000","0.972"
"abc_transporters","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","10","0.167","0.019","0.000","0.994"
"abc_transporters","sc_pathways_of_chorismate_wp213_71175","9","0.146","0.061","0.000","0.996"
"abc_transporters","sc_tca_cycle_wp490_78394","5","0.063","0.053","0.000","0.934"
"abc_transporters","sc_glucose_repression_wp2836_78395","7","0.104","0.034","0.000","0.955"
"abc_transporters","sc_nucleotide_metabolism_wp321_71895","7","0.104","0.015","0.000","0.947"
"abc_transporters","sc_arginine_degradation_wp54_70247","6","0.083","0.007","0.000","0.929"
"abc_transporters","sc_isoleucine_and_valine_biosynthesis_wp359_69861","8","0.125","0.031","0.000","0.969"
"abc_transporters","sc_fatty_acid_oxidation_wp91_71343","6","0.083","0.018","0.000","0.934"
"abc_transporters","sc_p-cymene_degradation_wp181_69808","6","0.083","0.010","0.000","0.931"
"abc_transporters","sc_tyrosine_biosynthesis_wp538_69941","9","0.146","0.007","0.000","0.974"
"abc_transporters","sc_lipases_biosynthesis_wp71_70049","8","0.125","0.005","0.000","0.958"
"abc_transporters","sc_glutamate_degradation_viii_wp99_70055","7","0.104","0.008","0.000","0.945"
"abc_transporters","sc_threonine_biosynthesis_wp331_70271","9","0.146","0.008","0.000","0.974"
"abc_transporters","sc_fatty_acid_elongation,_saturated_wp380_69867","9","0.146","0.010","0.000","0.975"
"abc_transporters","sc_de_novo_nad_biosynthesis_wp541_69942","7","0.104","0.015","0.000","0.947"
"abc_transporters","sc_protein_modifications_wp346_69859","7","0.104","0.019","0.000","0.949"
"abc_transporters","sc_polyamine_biosynthesis_wp290_69849","8","0.125","0.007","0.000","0.959"
"abc_transporters","sc_arginine_biosynthesis_wp275_69844","8","0.125","0.013","0.000","0.961"
"abc_transporters","sc_valine_biosynthesis_wp2_78390","8","0.125","0.008","0.000","0.959"
"abc_transporters","sc_sucrose_biosynthesis_wp14_69669","8","0.125","0.002","0.000","0.957"
"abc_transporters","sc_serine-isocitrate_lyase_pathway_wp390_69869","10","0.167","0.027","0.000","0.997"
"abc_transporters","sc_glutathione_biosynthesis_wp196_76277","9","0.146","0.003","0.000","0.972"
"abc_transporters","sc_glycogen_catabolism_wp478_70263","6","0.083","0.007","0.000","0.929"
"abc_transporters","sc_glutamate_degradation_vii_wp559_70041","7","0.104","0.015","0.000","0.947"
"abc_transporters","sc_galactose_metabolism_wp549_69945","7","0.104","0.010","0.000","0.945"
"abc_transporters","sc_aerobic_glycerol_catabolism_wp224_71353","8","0.125","0.027","0.000","0.967"
"abc_transporters","sc_deoxyribose_phosphate_metabolism_wp228_69829","9","0.146","0.007","0.000","0.974"
