"kegg","intpathway","LCS","Gene Agreement","GenePair Agreement"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","valine,_leucine_and_isoleucine_biosynthesis","0","0.028","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","s-adenosylmethionine_cycle","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","anaerobic_respiration","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","proline_utilization","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","cysteine_biosynthesis/homocysteine_degradation","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","lipid-linked_oligosaccharide_biosynthesis","0","0.020","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","selenocompound_metabolism","0","0.019","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","nitrogen_metabolism","0","0.025","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","asparagine_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","salvage_pathways_of_pyrimidine_ribonucleotides","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","folic_acid_biosynthesis","0","0.015","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","ethanol_degradation","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","protein_modifications","0","0.019","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","chitin_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","starch_and_cellulose_biosynthesis","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","homoserine_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","0","0.012","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","protein_processing_in_endoplasmic_reticulum","0","0.117","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","biosynthesis_of_unsaturated_fatty_acids","0","0.014","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","tyrosine_metabolism","0","0.028","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","fatty_acid_elongation,","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","other_types_of_o-glycan_biosynthesis","0","0.020","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","nicotinate_and_nicotinamide_metabolism","0","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","pyridoxal_5'-phosphate_salvage_pathway","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","non-oxidative_branch_of_the_pentose_pathway","0","0.014","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","regulation_of_autophagy","0","0.026","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","citrate_cycle_(tca_cycle)","0","0.050","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","very_long_chain_fatty_acid_biosynthesis","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","non-homologous_end-joining","0","0.015","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","m-cresol_degradation","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","tryptophan_biosynthesis","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","eukaryotic_transcription_initiation","0","0.047","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_ubiquinone_biosynthesis","0","0.012","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glutamate_biosynthesis","0","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","lysine_degradation","0","0.022","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","tca_cycle","0","0.049","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","acetate_utilization","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glucose-6-phosphate_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","inositol_phosphate_biosynthesis","0","0.065","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","biotin_metabolism","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","mitochondrial_trna_synthetases","0","0.022","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","aminoacyl-trna_biosynthesis","0","0.059","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","cysteine_and_methionine_metabolism","0","0.047","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_glutamate_biosynthesis","0","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glutamine_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","nucleotide_metabolism","0","0.059","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","thioredoxin_system","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_chorismate","0","0.047","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","one_carbon_pool_by_folate","0","0.023","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","colanic_acid_building_blocks_biosynthesis","0","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_phospholipid_biosynthesis","0","0.032","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","xylulose_degradation","0","0.002","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","chitosan_biosynthesis","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glycine_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","xylose_metabolism","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_sulfur_amino_acid_biosynthesis","0","0.032","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","proteasome","0","0.065","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","phosphatidate_biosynthesis_i_(the_dihydroxyacetone_pathway)","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","taurine_and_hypotaurine_metabolism","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","sucrose_biosynthesis","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","aspartate_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","spermine,_spermidine_and_methylthioadenosine_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","rna_polymerase","0","0.044","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","2-ketoglutarate_dehydrogenase_complex","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","steroid_biosynthesis","0","0.023","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_acetoin_and_butanediol_biosynthesis","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glycogen_catabolism","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","metabolic_pathways","0","0.676","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","methionine_degradation","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glycerol_biosynthesis","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","mapk_signaling_pathway","0","0.086","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","ribosome","0","0.206","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_leucine,_isoleucine,_and_valine_biosynthesis","0","0.017","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","fatty_acid_elongation","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glycerol_degradation","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","nad_salvage_pathway","0","0.015","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","fructose_degradation","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","tyrosine_degradation","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","cytoplasmic_ribosomal_proteins","0","0.161","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","cell_cycle_-_yeast","0","0.181","0.001"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","threonine_degradation","0","0.003","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","ergosterol_biosynthesis","0","0.034","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","salvage_pathways_of_adenine,_hypoxanthine_and_their_nucleosides","1","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","lipoic_acid_metabolism","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","phenylalanine,_tyrosine,_tryptophan_biosynthesis","0","0.026","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_tca_cycle_and_glyoxylate_cycle","0","0.040","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glutathione-glutaredoxin_system","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","dehydro-d-arabinono-1,4-lactone_biosynthesis","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","galactose_degradation","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","cysteine_biosynthesis_from_homoserine","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","fatty_acid_biosynthesis,_initial_steps","0","0.011","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","sucrose_degradation","0","0.002","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","methylglyoxal_catabolism","0","0.005","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","tca_cycle,_aerobic_respiration","0","0.031","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","lipases_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","acetoin_biosynthesis","0","0.009","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","mevalonate_pathway","0","0.014","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","pyrimidine_metabolism","0","0.103","0.001"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","stearate_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","ether_lipid_metabolism","0","0.008","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","serine_biosynthesis","0","0.006","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","superpathway_of_ergosterol_biosynthesis","0","0.034","0.000"
"sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","glutathione_metabolism","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fatty_acid_oxidation","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine_biosynthesis_from_threonine","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","1","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","n-glycan_biosynthesis","0","0.092","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycerolipid_metabolism","0","0.039","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","other_glycan_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","trehalose_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","butanoate_metabolism","0","0.046","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","trehalose_degradation,_low_osmolarity","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phenylalanine_metabolism","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cholesterol_biosynthesis","0","0.030","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","histidine_biosynthesis","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","oleate_biosynthesis","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","methionine_salvage_pathway","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","protein_export","0","0.048","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pyruvate_dehydrogenase_pathway","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","dna_replication","0","0.083","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","rump_cycle_and_formaldehyde_assimilation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","genes_of_meiotic_recombination","0","0.037","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","mannose_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tyrosine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycerophospholipid_metabolism","0","0.066","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sphingolipid_metabolism","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","basal_transcription_factors","0","0.055","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glucose-1-phosphate_metabolism","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_heme_and_siroheme_biosynthesis","1","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","peroxisome","0","0.072","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","lactose_degradation","0","0.016","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine_cleavage_complex","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycolysis_and_gluconeogenesis","0","0.134","0.002"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","lysine_biosynthesis","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sulfur_metabolism","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","terpenoid_backbone_biosynthesis","0","0.030","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","trehalose_anabolism","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phagosome","0","0.077","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","valine,_leucine_and_isoleucine_degradation","0","0.050","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","arginine_degradation","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","base_excision_repair","0","0.039","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_fatty_acid_biosynthesis,","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pathways_of_chorismate","0","0.057","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glutamate_degradation","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine_degradation","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","folate_transformations","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","folate_biosynthesis","0","0.046","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","rna_transport","0","0.163","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","xylulose-monophosphate_cycle","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phenylalanine_degradation","0","0.028","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","homocysteine_and_cysteine_interconversion","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","aerobic_respiration,_electron_transport_chain","0","0.061","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_histidine,_purine,_and_pyrimidine","1","0.103","0.003"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","butanediol_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","cyanoamino_acid_metabolism","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fructose_and_mannose_metabolism","0","0.061","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","riboflavin,_fmn_and_fad_biosynthesis","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","valine_degradation","0","0.025","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","aerobic_glycerol_catabolism","0","0.039","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glutathione_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phenylalanine_and_tyrosine_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","synthesis_and_degradation_of_ketone_bodies","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pantothenate_and_coa_biosynthesis","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","purine_metabolism","0","0.199","0.003"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","histidine_metabolism","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","sulfur_amino_acid_biosynthesis","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","oxidative_phosphorylation","0","0.140","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","alanine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","formaldehyde_oxidation_ii_(glutathione-dependent)","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","inositol_phosphate_metabolism","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","valine_biosynthesis","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","hexaprenyl_diphosphate_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","alpha-linolenic_acid_metabolism","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tryptophan_metabolism","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","homologous_recombination","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","citrulline_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","pyruvate_metabolism","0","0.075","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","folate_interconversions","0","0.028","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","meiosis_-_yeast","0","0.262","0.002"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","endocytosis","0","0.083","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phospholipid_biosynthesis","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","mismatch_repair","0","0.044","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ubiquinone_biosynthesis","0","0.021","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","carbon_monoxide_dehydrogenase_pathway","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","trehalose_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","alanine,_aspartate_and_glutamate_metabolism","0","0.068","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine,_serine_and_threonine_metabolism","0","0.055","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","nad_biosynthesis","0","0.023","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fatty_acid_metabolism","0","0.039","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","fatty_acid_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","tetrapyrrole_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_nad_biosynthesis","0","0.035","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","p-cymene_degradation","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","arachidonic_acid_metabolism","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","riboflavin_metabolism","0","0.032","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","serine-isocitrate_lyase_pathway","0","0.041","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glycine_biosynthesis_from_serine","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","butanediol_biosynthesis","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","biotin_biosynthesis","0","0.007","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","toulene_degradation","0","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","l-serine_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","glyoxylate_cycle","0","0.019","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","dolichyl_phosphate_d-mannose_biosynthesis","1","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","phosphatidate_biosynthesis_ii_(the_glycerol-3-phosphate_pathway)","1","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","4-aminobutyrate_degradation","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","dolichyl_glucosyl_phosphate_biosynthesis","0","0.012","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_phosphatidate_biosynthesis","1","0.014","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","superpathway_of_polyamine_biosynthesis","0","0.009","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","alanine_degradation","0","0.002","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","ribosome_biogenesis_in_eukaryotes","0","0.163","0.001"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","serine_biosynthesis_from_glyoxylate","0","0.005","0.000"
"pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","translation_factors","0","0.088","0.000"
