"intpathway","kegg","LCS","Gene Agreement","GenePair Agreement"
"4-aminobutyrate_degradation","scf-grr1_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","13","0.965","1.000"
"4-aminobutyrate_degradation","n-glycan_biosynthesis,_high-mannose_type","11","0.965","1.000"
"4-aminobutyrate_degradation","cell_cycle_-_g1/s_transition","10","0.965","1.000"
"4-aminobutyrate_degradation","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16","0.965","1.000"
"4-aminobutyrate_degradation","succinate_dehydrogenase_(ubiquinone)","13","0.965","1.000"
"4-aminobutyrate_degradation","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","16","0.965","1.000"
"4-aminobutyrate_degradation","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","15","0.965","1.000"
"4-aminobutyrate_degradation","beta-oxidation,_acyl-coa_synthesis","9","0.965","1.000"
"4-aminobutyrate_degradation","escrt-0_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","proline_biosynthesis,_glutamate_=>_proline","13","0.965","1.000"
"4-aminobutyrate_degradation","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","11","0.965","1.000"
"4-aminobutyrate_degradation","glyoxylate_cycle","7","0.965","1.000"
"4-aminobutyrate_degradation","exosome,_archaea","6","0.965","1.000"
"4-aminobutyrate_degradation","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","14","0.965","1.000"
"4-aminobutyrate_degradation","camp_signaling","7","0.965","1.000"
"4-aminobutyrate_degradation","f-type_atpase,_eukaryotes","10","0.965","1.000"
"4-aminobutyrate_degradation","sphingosine_degradation","16","0.965","1.000"
"4-aminobutyrate_degradation","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","12","0.965","1.000"
"4-aminobutyrate_degradation","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","13","0.965","1.000"
"4-aminobutyrate_degradation","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","10","0.965","1.000"
"4-aminobutyrate_degradation","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","13","0.965","1.000"
"4-aminobutyrate_degradation","ski_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","mrx_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","14","0.965","1.000"
"4-aminobutyrate_degradation","lsm_1-7_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","glycolysis,_core_module_involving_three-carbon_compounds","12","0.965","1.000"
"4-aminobutyrate_degradation","sm_core_complex","6","0.965","1.000"
"4-aminobutyrate_degradation","cell_cycle_-_g2/m_transition","10","0.965","1.000"
"4-aminobutyrate_degradation","dna_polymerase_alpha_/_primase_complex","11","0.965","1.000"
"4-aminobutyrate_degradation","decapping_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","sec61_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","mcm_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","spliceosome,_u1-snrnp","6","0.965","1.000"
"4-aminobutyrate_degradation","cap_binding_complex","6","0.965","1.000"
"4-aminobutyrate_degradation","h/aca_ribonucleoprotein_complex","9","0.965","1.000"
"4-aminobutyrate_degradation","origin_recognition_complex","9","0.965","1.000"
"4-aminobutyrate_degradation","n-glycan_precursor_trimming","9","0.965","1.000"
"4-aminobutyrate_degradation","gins_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","tetrahydrofolate_biosynthesis,_gtp_=>_thf","10","0.965","1.000"
"4-aminobutyrate_degradation","lsm_2-8_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","proteasome,_19s_regulatory_particle_(pa700)","11","0.965","1.000"
"4-aminobutyrate_degradation","rf-c_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","16","0.965","1.000"
"4-aminobutyrate_degradation","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","14","0.965","1.000"
"4-aminobutyrate_degradation","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","9","0.965","1.000"
"4-aminobutyrate_degradation","holo-tfiih_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","serine_biosynthesis,_glycerate-3p_=>_serine","14","0.965","1.000"
"4-aminobutyrate_degradation","cytochrome_bc1_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","escrt-iii_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","12","0.965","1.000"
"4-aminobutyrate_degradation","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","13","0.965","1.000"
"4-aminobutyrate_degradation","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","19","0.965","1.000"
"4-aminobutyrate_degradation","c1-unit_interconversion,_eukaryotes","10","0.965","1.000"
"4-aminobutyrate_degradation","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","14","0.965","1.000"
"4-aminobutyrate_degradation","gaba_(gamma-aminobutyrate)_shunt","16","0.965","1.000"
"4-aminobutyrate_degradation","n-glycosylation_by_oligosaccharyltransferase","12","0.965","1.000"
"4-aminobutyrate_degradation","coenzyme_a_biosynthesis,_pantothenate_=>_coa","11","0.965","1.000"
"4-aminobutyrate_degradation","fatty_acid_biosynthesis,_initiation","12","0.965","1.000"
"4-aminobutyrate_degradation","gpi-anchor_biosynthesis,_core_oligosaccharide","14","0.965","1.000"
"4-aminobutyrate_degradation","pentose_phosphate_pathway_(pentose_phosphate_cycle)","10","0.965","1.000"
"4-aminobutyrate_degradation","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","14","0.965","1.000"
"4-aminobutyrate_degradation","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","13","0.965","1.000"
"4-aminobutyrate_degradation","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","14","0.965","1.000"
"4-aminobutyrate_degradation","p97-ufd1-npl4_complex","4","0.965","1.000"
"4-aminobutyrate_degradation","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","14","0.965","1.000"
"4-aminobutyrate_degradation","citrate_cycle_(tca_cycle,_krebs_cycle)","9","0.965","1.000"
"4-aminobutyrate_degradation","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11","0.965","1.000"
"4-aminobutyrate_degradation","methionine_salvage_pathway","8","0.965","1.000"
"4-aminobutyrate_degradation","apc/c_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","rna_polymerase_ii,_eukaryotes","10","0.965","1.000"
"4-aminobutyrate_degradation","ornithine_biosynthesis,_glutamate_=>_ornithine","13","0.965","1.000"
"4-aminobutyrate_degradation","assimilatory_sulfate_reduction,_sulfate_=>_h2s","15","0.965","1.000"
"4-aminobutyrate_degradation","eif4f_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","12","0.965","1.000"
"4-aminobutyrate_degradation","prpp_biosynthesis,_ribose_5p_=>_prpp","9","0.965","1.000"
"4-aminobutyrate_degradation","dna_damage-induced_cell_cycle_checkpoints","11","0.965","1.000"
"4-aminobutyrate_degradation","copii_complex","3","0.965","1.000"
"4-aminobutyrate_degradation","ergocalciferol_biosynthesis","8","0.965","1.000"
"4-aminobutyrate_degradation","rna_polymerase_iii,_eukaryotes","10","0.965","1.000"
"4-aminobutyrate_degradation","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","13","0.965","1.000"
"4-aminobutyrate_degradation","scf-met30_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","15","0.965","1.000"
"4-aminobutyrate_degradation","tramp_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","histidine_biosynthesis,_prpp_=>_histidine","11","0.965","1.000"
"4-aminobutyrate_degradation","ribosome,_eukaryotes","7","0.965","1.000"
"4-aminobutyrate_degradation","escrt-ii_complex","5","0.965","1.000"
"4-aminobutyrate_degradation","tryptophan_biosynthesis,_chorismate_=>_tryptophan","13","0.965","1.000"
"4-aminobutyrate_degradation","proteasome,_20s_core_particle","9","0.965","1.000"
"4-aminobutyrate_degradation","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.965","1.000"
"4-aminobutyrate_degradation","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","10","0.965","1.000"
"4-aminobutyrate_degradation","fatty_acid_biosynthesis,_elongation","14","0.965","1.000"
"4-aminobutyrate_degradation","rna_polymerase_i,_eukaryotes","10","0.965","1.000"
"4-aminobutyrate_degradation","exosome,_eukaryotes","6","0.965","1.000"
"4-aminobutyrate_degradation","dna_polymerase_epsilon_complex","11","0.965","1.000"
"4-aminobutyrate_degradation","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","13","0.965","1.000"
"4-aminobutyrate_degradation","n-glycan_precursor_biosynthesis","9","0.965","1.000"
"4-aminobutyrate_degradation","cytochrome_bc1_complex_respiratory_unit","10","0.965","1.000"
"4-aminobutyrate_degradation","dna_polymerase_zeta  complex","10","0.965","1.000"
"4-aminobutyrate_degradation","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","14","0.965","1.000"
"4-aminobutyrate_degradation","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","16","0.965","1.000"
"4-aminobutyrate_degradation","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12","0.965","1.000"
"4-aminobutyrate_degradation","scf-cdc4_complex","3","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","c5_isoprenoid_biosynthesis,_mevalonate_pathway","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","gluconeogenesis,_oxaloacetate_=>_fructose-6p","15","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","aminoacyl-trna_biosynthesis,_eukaryotes","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","scf-grr1_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","20","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","n-glycan_biosynthesis,_high-mannose_type","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cell_cycle_-_g1/s_transition","13","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","succinate_dehydrogenase_(ubiquinone)","13","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","beta-oxidation,_acyl-coa_synthesis","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","escrt-0_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","proline_biosynthesis,_glutamate_=>_proline","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","glyoxylate_cycle","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","exosome,_archaea","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","camp_signaling","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","f-type_atpase,_eukaryotes","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","sphingosine_degradation","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","26","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","21","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","20","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","ski_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","mrx_complex","5","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","lsm_1-7_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","glycolysis,_core_module_involving_three-carbon_compounds","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","sm_core_complex","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cell_cycle_-_g2/m_transition","12","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","dna_polymerase_alpha_/_primase_complex","14","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","decapping_complex","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","sec61_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","mcm_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","spliceosome,_u1-snrnp","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cap_binding_complex","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","h/aca_ribonucleoprotein_complex","12","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","origin_recognition_complex","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","n-glycan_precursor_trimming","9","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","gins_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","tetrahydrofolate_biosynthesis,_gtp_=>_thf","20","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","lsm_2-8_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","proteasome,_19s_regulatory_particle_(pa700)","12","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","rf-c_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","20","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","20","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","holo-tfiih_complex","9","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","serine_biosynthesis,_glycerate-3p_=>_serine","15","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cytochrome_bc1_complex","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","escrt-iii_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","15","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","21","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","c1-unit_interconversion,_eukaryotes","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","gaba_(gamma-aminobutyrate)_shunt","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","n-glycosylation_by_oligosaccharyltransferase","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","coenzyme_a_biosynthesis,_pantothenate_=>_coa","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","fatty_acid_biosynthesis,_initiation","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","gpi-anchor_biosynthesis,_core_oligosaccharide","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","pentose_phosphate_pathway_(pentose_phosphate_cycle)","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","22","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","p97-ufd1-npl4_complex","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","citrate_cycle_(tca_cycle,_krebs_cycle)","14","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","methionine_salvage_pathway","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","apc/c_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","rna_polymerase_ii,_eukaryotes","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","ornithine_biosynthesis,_glutamate_=>_ornithine","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","assimilatory_sulfate_reduction,_sulfate_=>_h2s","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","eif4f_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","26","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","prpp_biosynthesis,_ribose_5p_=>_prpp","15","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","dna_damage-induced_cell_cycle_checkpoints","15","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","copii_complex","7","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","ergocalciferol_biosynthesis","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","rna_polymerase_iii,_eukaryotes","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","18","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","scf-met30_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","tramp_complex","5","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","histidine_biosynthesis,_prpp_=>_histidine","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","ribosome,_eukaryotes","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","escrt-ii_complex","6","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","tryptophan_biosynthesis,_chorismate_=>_tryptophan","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","proteasome,_20s_core_particle","10","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","fatty_acid_biosynthesis,_elongation","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","rna_polymerase_i,_eukaryotes","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","exosome,_eukaryotes","9","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","dna_polymerase_epsilon_complex","12","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","17","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","n-glycan_precursor_biosynthesis","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","cytochrome_bc1_complex_respiratory_unit","16","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","dna_polymerase_zeta  complex","9","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","19","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","11","0.965","1.000"
"dolichyl_glucosyl_phosphate_biosynthesis","scf-cdc4_complex","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","c5_isoprenoid_biosynthesis,_mevalonate_pathway","19","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","gluconeogenesis,_oxaloacetate_=>_fructose-6p","14","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","aminoacyl-trna_biosynthesis,_eukaryotes","18","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","scf-grr1_complex","6","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","26","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","n-glycan_biosynthesis,_high-mannose_type","15","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","cell_cycle_-_g1/s_transition","11","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","18","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","succinate_dehydrogenase_(ubiquinone)","15","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","20","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","18","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","beta-oxidation,_acyl-coa_synthesis","19","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","escrt-0_complex","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","proline_biosynthesis,_glutamate_=>_proline","18","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","25","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","glyoxylate_cycle","8","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","exosome,_archaea","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","18","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","camp_signaling","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","f-type_atpase,_eukaryotes","12","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","sphingosine_degradation","12","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","26","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","22","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","24","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","24","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","ski_complex","5","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","mrx_complex","5","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","25","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","lsm_1-7_complex","6","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","glycolysis,_core_module_involving_three-carbon_compounds","15","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","sm_core_complex","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","cell_cycle_-_g2/m_transition","10","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","dna_polymerase_alpha_/_primase_complex","15","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","decapping_complex","8","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","sec61_complex","6","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","mcm_complex","4","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","spliceosome,_u1-snrnp","9","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","cap_binding_complex","7","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","h/aca_ribonucleoprotein_complex","11","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","origin_recognition_complex","9","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","n-glycan_precursor_trimming","9","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","gins_complex","5","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","tetrahydrofolate_biosynthesis,_gtp_=>_thf","24","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","lsm_2-8_complex","6","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","proteasome,_19s_regulatory_particle_(pa700)","13","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","rf-c_complex","6","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","23","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","20","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","24","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","holo-tfiih_complex","8","0.965","1.000"
"superpathway_of_phosphatidate_biosynthesis","serine_biosynthesis,_glycerate-3p_=>_serine","18","0.965","1.000"
